region_name,state_name,year,month,date,avg_rent,avg_income_median,rent_to_income_pct,burden_category,data_points
"Sacramento, CA",CA,2022,8,2022-08-31,2103.202898148559,,,Affordable,1
"Boston, MA",MA,2022,8,2022-08-31,2784.4966157197605,,,Affordable,1
"Philadelphia, PA",PA,2022,8,2022-08-31,1681.8209014185818,,,Affordable,1
"Jacksonville, NC",NC,2022,8,2022-08-31,1339.936770390308,,,Affordable,1
"Peoria, IL",IL,2022,8,2022-08-31,930.633394098433,,,Affordable,1
"Hudson, NY",NY,2022,8,2022-08-31,1808.341411919236,,,Affordable,1
"Bismarck, ND",ND,2022,8,2022-08-31,983.0873608367324,,,Affordable,1
"La Crosse, WI",WI,2022,8,2022-08-31,955.984504318576,,,Affordable,1
"Winchester, VA",VA,2022,8,2022-08-31,1617.3922727504691,,,Affordable,1
"Auburn, AL",AL,2022,8,2022-08-31,1356.373171483137,,,Affordable,1
"Provo, UT",UT,2022,8,2022-08-31,1700.2611697222706,,,Affordable,1
"Wilmington, NC",NC,2022,8,2022-08-31,1623.380502717733,,,Affordable,1
"Hagerstown, MD",MD,2022,8,2022-08-31,1362.7653183825814,,,Affordable,1
"Boulder, CO",CO,2022,8,2022-08-31,2038.6044931681888,,,Affordable,1
"Trenton, NJ",NJ,2022,8,2022-08-31,2235.935031619012,,,Affordable,1
"Warrensburg, MO",MO,2022,8,2022-08-31,859.2147731723517,,,Affordable,1
"Roswell, NM",NM,2022,8,2022-08-31,1191.5005164992965,,,Affordable,1
"Richmond, KY",KY,2022,8,2022-08-31,902.103156068483,,,Affordable,1
"Staunton, VA",VA,2022,8,2022-08-31,1233.9822712993123,,,Affordable,1
"Morgantown, WV",WV,2022,8,2022-08-31,1203.2628091299398,,,Affordable,1
"Traverse City, MI",MI,2022,8,2022-08-31,1503.4953464042542,,,Affordable,1
"Columbia, MO",MO,2022,8,2022-08-31,1110.9892760458745,,,Affordable,1
"Topeka, KS",KS,2022,8,2022-08-31,983.6630561150506,,,Affordable,1
"Atlantic City, NJ",NJ,2022,8,2022-08-31,1755.9359360240146,,,Affordable,1
"Waco, TX",TX,2022,8,2022-08-31,1304.6161417452377,,,Affordable,1
"Visalia, CA",CA,2022,8,2022-08-31,1560.7711300810647,,,Affordable,1
"Reno, NV",NV,2022,8,2022-08-31,1703.5734200595768,,,Affordable,1
"Worcester, MA",MA,2022,8,2022-08-31,1803.8517110005,,,Affordable,1
"Oklahoma City, OK",OK,2022,8,2022-08-31,1246.184241855374,,,Affordable,1
"Coeur d'Alene, ID",ID,2022,8,2022-08-31,1685.4467401054535,,,Affordable,1
"Detroit, MI",MI,2022,8,2022-08-31,1317.0406622385474,,,Affordable,1
"Findlay, OH",OH,2022,8,2022-08-31,1041.8486119070865,,,Affordable,1
"Casper, WY",WY,2022,8,2022-08-31,1109.6639636387542,,,Affordable,1
"Pocatello, ID",ID,2022,8,2022-08-31,1021.2474212264548,,,Affordable,1
"Muncie, IN",IN,2022,8,2022-08-31,787.2677912851952,,,Affordable,1
"Jonesboro, AR",AR,2022,8,2022-08-31,1135.0058425535126,,,Affordable,1
"Johnstown, PA",PA,2022,8,2022-08-31,680.580226618514,,,Affordable,1
"Rocky Mount, NC",NC,2022,8,2022-08-31,1002.1703309295692,,,Affordable,1
"Laramie, WY",WY,2022,8,2022-08-31,926.903506323567,,,Affordable,1
"St. Cloud, MN",MN,2022,8,2022-08-31,1119.520141525698,,,Affordable,1
"Roanoke, VA",VA,2022,8,2022-08-31,1147.4696410070417,,,Affordable,1
"Lancaster, PA",PA,2022,8,2022-08-31,1281.9489394039788,,,Affordable,1
"Oxford, MS",MS,2022,8,2022-08-31,1454.3340369844989,,,Affordable,1
"Lawrence, KS",KS,2022,8,2022-08-31,1031.727371175557,,,Affordable,1
"East Stroudsburg, PA",PA,2022,8,2022-08-31,1609.772132711351,,,Affordable,1
"Abilene, TX",TX,2022,8,2022-08-31,1082.5293108595718,,,Affordable,1
"Muskegon, MI",MI,2022,8,2022-08-31,928.8474877600996,,,Affordable,1
"Norwich, CT",CT,2022,8,2022-08-31,1564.7555586404908,,,Affordable,1
"Sioux Falls, SD",SD,2022,8,2022-08-31,1206.9184114262362,,,Affordable,1
"Fort Wayne, IN",IN,2022,8,2022-08-31,1044.5513480127267,,,Affordable,1
"York, PA",PA,2022,8,2022-08-31,1160.1391892842123,,,Affordable,1
"Scranton, PA",PA,2022,8,2022-08-31,1140.7470584226169,,,Affordable,1
"Urban Honolulu, HI",HI,2022,8,2022-08-31,2483.88491468251,,,Affordable,1
"Buffalo, NY",NY,2022,8,2022-08-31,1212.3183375519102,,,Affordable,1
"Jacksonville, FL",FL,2022,8,2022-08-31,1638.5216357535207,,,Affordable,1
"San Antonio, TX",TX,2022,8,2022-08-31,1448.4686060537815,,,Affordable,1
"Orlando, FL",FL,2022,8,2022-08-31,1922.491853818001,,,Affordable,1
"Canton, OH",OH,2022,8,2022-08-31,877.9398407018683,,,Affordable,1
"Wichita, KS",KS,2022,8,2022-08-31,986.1454417773296,,,Affordable,1
"Brownsville, TX",TX,2022,8,2022-08-31,1209.9951536924248,,,Affordable,1
"Clarksville, TN",TN,2022,8,2022-08-31,1245.525604030125,,,Affordable,1
"Kingsport, TN",TN,2022,8,2022-08-31,1047.3956137181283,,,Affordable,1
"Hilton Head Island, SC",SC,2022,8,2022-08-31,1901.1645628381912,,,Affordable,1
"Houma, LA",LA,2022,8,2022-08-31,1175.345156709779,,,Affordable,1
"Gainesville, GA",GA,2022,8,2022-08-31,1640.5819578369894,,,Affordable,1
"Portland, ME",ME,2022,8,2022-08-31,1983.470347553064,,,Affordable,1
"Medford, OR",OR,2022,8,2022-08-31,1616.2495751119748,,,Affordable,1
"Niles, MI",MI,2022,8,2022-08-31,1128.0690642329023,,,Affordable,1
"Battle Creek, MI",MI,2022,8,2022-08-31,993.75622908433,,,Affordable,1
"Manhattan, KS",KS,2022,8,2022-08-31,968.9069450213128,,,Affordable,1
"Virginia Beach, VA",VA,2022,8,2022-08-31,1544.9051502226196,,,Affordable,1
"Ellensburg, WA",WA,2022,8,2022-08-31,1511.15109510999,,,Affordable,1
"Bloomington, IN",IN,2022,8,2022-08-31,1289.1761597035984,,,Affordable,1
"Madera, CA",CA,2022,8,2022-08-31,2021.675457214753,,,Affordable,1
"Chambersburg, PA",PA,2022,8,2022-08-31,1051.461316969539,,,Affordable,1
"Elizabethtown, KY",KY,2022,8,2022-08-31,1032.2419954553234,,,Affordable,1
"Harrisonburg, VA",VA,2022,8,2022-08-31,1413.385482791338,,,Affordable,1
"LaGrange, GA",GA,2022,8,2022-08-31,1118.5678282723936,,,Affordable,1
"Baltimore, MD",MD,2022,8,2022-08-31,1708.7222397607184,,,Affordable,1
"St. Louis, MO",MO,2022,8,2022-08-31,1225.6631841802598,,,Affordable,1
"Allentown, PA",PA,2022,8,2022-08-31,1591.4021714340818,,,Affordable,1
"Modesto, CA",CA,2022,8,2022-08-31,1833.911328498856,,,Affordable,1
"Phoenix, AZ",AZ,2022,8,2022-08-31,1760.49179057515,,,Affordable,1
"Portland, OR",OR,2022,8,2022-08-31,1715.4374879672878,,,Affordable,1
"Flint, MI",MI,2022,8,2022-08-31,959.0695616845996,,,Affordable,1
"Spartanburg, SC",SC,2022,8,2022-08-31,1291.093821593634,,,Affordable,1
"College Station, TX",TX,2022,8,2022-08-31,1292.8330452629175,,,Affordable,1
"Florence, SC",SC,2022,8,2022-08-31,1154.1471734458034,,,Affordable,1
"Bangor, ME",ME,2022,8,2022-08-31,1287.6979888751714,,,Affordable,1
"Rapid City, SD",SD,2022,8,2022-08-31,1287.6130044626354,,,Affordable,1
"Hartford, CT",CT,2022,8,2022-08-31,1590.5533942631164,,,Affordable,1
"McAllen, TX",TX,2022,8,2022-08-31,1061.631297032283,,,Affordable,1
"Boise City, ID",ID,2022,8,2022-08-31,1686.6203374599463,,,Affordable,1
"Michigan City, IN",IN,2022,8,2022-08-31,946.4900270532602,,,Affordable,1
"Stillwater, OK",OK,2022,8,2022-08-31,1156.6130948740335,,,Affordable,1
"Fernley, NV",NV,2022,8,2022-08-31,1531.0482772869052,,,Affordable,1
"Harrisburg, PA",PA,2022,8,2022-08-31,1291.5731062246089,,,Affordable,1
"St. Marys, GA",GA,2022,8,2022-08-31,1370.8070723778196,,,Affordable,1
"Tallahassee, FL",FL,2022,8,2022-08-31,1344.400549143485,,,Affordable,1
"Columbus, GA",GA,2022,8,2022-08-31,1103.882712931667,,,Affordable,1
"Charleston, WV",WV,2022,8,2022-08-31,956.0129547717628,,,Affordable,1
"Las Cruces, NM",NM,2022,8,2022-08-31,1262.6002230812012,,,Affordable,1
"Saginaw, MI",MI,2022,8,2022-08-31,873.8001853888773,,,Affordable,1
"Terre Haute, IN",IN,2022,8,2022-08-31,785.5762109296764,,,Affordable,1
"Joplin, MO",MO,2022,8,2022-08-31,1037.5473409120157,,,Affordable,1
"Hanford, CA",CA,2022,8,2022-08-31,1710.4629105729518,,,Affordable,1
"Valdosta, GA",GA,2022,8,2022-08-31,1169.4450439167397,,,Affordable,1
"Albany, OR",OR,2022,8,2022-08-31,1452.6331438116222,,,Affordable,1
"Grand Forks, ND",MN,2022,8,2022-08-31,927.6790918287412,,,Affordable,1
"Cape Girardeau, MO",MO,2022,8,2022-08-31,783.8389379016432,,,Affordable,1
"Waterloo, IA",IA,2022,8,2022-08-31,951.6582351864682,,,Affordable,1
"Providence, RI",RI,2022,8,2022-08-31,1763.2096426323292,,,Affordable,1
"Heber, UT",UT,2022,8,2022-08-31,2929.829878350129,,,Affordable,1
"Kokomo, IN",IN,2022,8,2022-08-31,769.1329461507439,,,Affordable,1
"Bay City, MI",MI,2022,8,2022-08-31,1000.5113540144685,,,Affordable,1
"Blacksburg, VA",VA,2022,8,2022-08-31,1443.3921911257971,,,Affordable,1
"Hutchinson, KS",KS,2022,8,2022-08-31,673.0196995460444,,,Affordable,1
"Johnson City, TN",TN,2022,8,2022-08-31,1239.9818505876506,,,Affordable,1
"Macon, GA",GA,2022,8,2022-08-31,1099.8930111527804,,,Affordable,1
"San Luis Obispo, CA",CA,2022,8,2022-08-31,2496.4890468302974,,,Affordable,1
"Lakeland, FL",FL,2022,8,2022-08-31,1775.095590422958,,,Affordable,1
"Clovis, NM",NM,2022,8,2022-08-31,1002.9456235379956,,,Affordable,1
"Jefferson, GA",GA,2022,8,2022-08-31,1843.5992451980044,,,Affordable,1
"Great Falls, MT",MT,2022,8,2022-08-31,1099.8103608222748,,,Affordable,1
"Twin Falls, ID",ID,2022,8,2022-08-31,1416.5340978171932,,,Affordable,1
"Sumter, SC",SC,2022,8,2022-08-31,1176.0845310002685,,,Affordable,1
"Napa, CA",CA,2022,8,2022-08-31,2724.213649930314,,,Affordable,1
"Grand Junction, CO",CO,2022,8,2022-08-31,1464.993849989491,,,Affordable,1
"Bloomington, IL",IL,2022,8,2022-08-31,1176.8703799626946,,,Affordable,1
"Punta Gorda, FL",FL,2022,8,2022-08-31,1938.5281194949675,,,Affordable,1
"Torrington, CT",CT,2022,8,2022-08-31,1428.0627698539615,,,Affordable,1
"Athens, GA",GA,2022,8,2022-08-31,1482.2468258714189,,,Affordable,1
"Daphne, AL",AL,2022,8,2022-08-31,1546.79037283306,,,Affordable,1
"Utica, NY",NY,2022,8,2022-08-31,1109.816323877909,,,Affordable,1
"Davenport, IA",IL,2022,8,2022-08-31,905.6355667323649,,,Affordable,1
"El Paso, TX",TX,2022,8,2022-08-31,1312.9028242391391,,,Affordable,1
United States,,2022,8,2022-08-31,1755.3069463248903,,,Affordable,1
"Watertown, WI",WI,2022,8,2022-08-31,897.4212458960236,,,Affordable,1
"Rome, GA",GA,2022,8,2022-08-31,1045.0693723225393,,,Affordable,1
"Whitewater, WI",WI,2022,8,2022-08-31,1035.4327552700934,,,Affordable,1
"Pittsfield, MA",MA,2022,8,2022-08-31,1334.2596607674886,,,Affordable,1
"Racine, WI",WI,2022,8,2022-08-31,1201.2213193648097,,,Affordable,1
"Lafayette, IN",IN,2022,8,2022-08-31,1074.8845037826973,,,Affordable,1
"Tyler, TX",TX,2022,8,2022-08-31,1287.095711754696,,,Affordable,1
"Duluth, MN",MN,2022,8,2022-08-31,1245.5991715704895,,,Affordable,1
"Kennewick, WA",WA,2022,8,2022-08-31,1503.7056755475685,,,Affordable,1
"Salem, OR",OR,2022,8,2022-08-31,1510.5309731266009,,,Affordable,1
"Springfield, MO",MO,2022,8,2022-08-31,1087.8758335027578,,,Affordable,1
"Durham, NC",NC,2022,8,2022-08-31,1646.1498426194423,,,Affordable,1
"Madison, WI",WI,2022,8,2022-08-31,1413.407021550267,,,Affordable,1
"Greenville, SC",SC,2022,8,2022-08-31,1417.319017478806,,,Affordable,1
"Tampa, FL",FL,2022,8,2022-08-31,1923.4284754636187,,,Affordable,1
"San Diego, CA",CA,2022,8,2022-08-31,2695.376149915924,,,Affordable,1
"Rochester, MN",MN,2022,8,2022-08-31,1509.775028903572,,,Affordable,1
"Corvallis, OR",OR,2022,8,2022-08-31,1608.034139970341,,,Affordable,1
"Weirton, WV",OH,2022,8,2022-08-31,720.928880469184,,,Affordable,1
"Eureka, CA",CA,2022,8,2022-08-31,1324.6091190298262,,,Affordable,1
"Santa Fe, NM",NM,2022,8,2022-08-31,1783.054845075788,,,Affordable,1
"Merced, CA",CA,2022,8,2022-08-31,1690.1567432689772,,,Affordable,1
"Gulfport, MS",MS,2022,8,2022-08-31,1190.4455321530122,,,Affordable,1
"Huntsville, AL",AL,2022,8,2022-08-31,1293.586470409374,,,Affordable,1
"Columbia, SC",SC,2022,8,2022-08-31,1317.8289900031634,,,Affordable,1
"Miami, FL",FL,2022,8,2022-08-31,2541.4193895393505,,,Affordable,1
"Virginia Beach, VA",VA,2022,7,2022-07-31,1539.5689885683112,,,Affordable,1
"Glenwood Springs, CO",CO,2022,7,2022-07-31,2512.6394680504936,,,Affordable,1
"Omaha, NE",NE,2022,7,2022-07-31,1210.0440159299594,,,Affordable,1
"Modesto, CA",CA,2022,7,2022-07-31,1825.6362764117864,,,Affordable,1
"Hagerstown, MD",MD,2022,7,2022-07-31,1351.247046068962,,,Affordable,1
"Macon, GA",GA,2022,7,2022-07-31,1105.6411905410505,,,Affordable,1
"Midland, TX",TX,2022,7,2022-07-31,1295.4561935563963,,,Affordable,1
"Bangor, ME",ME,2022,7,2022-07-31,1287.8940453240934,,,Affordable,1
"Bismarck, ND",ND,2022,7,2022-07-31,997.2541674599166,,,Affordable,1
"Augusta, ME",ME,2022,7,2022-07-31,1209.2476053226703,,,Affordable,1
"Grand Forks, ND",MN,2022,7,2022-07-31,922.5444286250164,,,Affordable,1
"Las Vegas, NV",NV,2022,7,2022-07-31,1723.8697222102946,,,Affordable,1
"Battle Creek, MI",MI,2022,7,2022-07-31,991.2054896880088,,,Affordable,1
"Jackson, MS",MS,2022,7,2022-07-31,1227.6360391595913,,,Affordable,1
"Scranton, PA",PA,2022,7,2022-07-31,1128.3759078992532,,,Affordable,1
"Salem, OR",OR,2022,7,2022-07-31,1503.830020793717,,,Affordable,1
"Naples, FL",FL,2022,7,2022-07-31,2712.072902664408,,,Affordable,1
"Hilo, HI",HI,2022,7,2022-07-31,2260.836948737933,,,Affordable,1
"Racine, WI",WI,2022,7,2022-07-31,1187.404936357288,,,Affordable,1
"Auburn, AL",AL,2022,7,2022-07-31,1341.5103208517048,,,Affordable,1
"Idaho Falls, ID",ID,2022,7,2022-07-31,1326.2829137243184,,,Affordable,1
"Michigan City, IN",IN,2022,7,2022-07-31,934.8995835741345,,,Affordable,1
"St. Marys, GA",GA,2022,7,2022-07-31,1373.5268284307488,,,Affordable,1
"Rock Springs, WY",WY,2022,7,2022-07-31,919.7626697927468,,,Affordable,1
"Houston, TX",TX,2022,7,2022-07-31,1556.846766550338,,,Affordable,1
"Bakersfield, CA",CA,2022,7,2022-07-31,1588.2108755899612,,,Affordable,1
"Winston, NC",NC,2022,7,2022-07-31,1312.0779869564371,,,Affordable,1
"Eugene, OR",OR,2022,7,2022-07-31,1603.8366468951635,,,Affordable,1
"Ocala, FL",FL,2022,7,2022-07-31,1563.6739320190543,,,Affordable,1
"Waco, TX",TX,2022,7,2022-07-31,1297.1626362020563,,,Affordable,1
"Kalamazoo, MI",MI,2022,7,2022-07-31,1136.9310413732003,,,Affordable,1
"Lebanon, NH",NH,2022,7,2022-07-31,1581.288807515834,,,Affordable,1
"Bend, OR",OR,2022,7,2022-07-31,1995.1882657695576,,,Affordable,1
"Yuba City, CA",CA,2022,7,2022-07-31,1753.6918595315656,,,Affordable,1
"Sumter, SC",SC,2022,7,2022-07-31,1166.1773297808488,,,Affordable,1
"Heber, UT",UT,2022,7,2022-07-31,2940.897938553815,,,Affordable,1
"Frankfort, KY",KY,2022,7,2022-07-31,898.4309952897513,,,Affordable,1
"Clovis, NM",NM,2022,7,2022-07-31,1002.5458532925312,,,Affordable,1
"Dayton, OH",OH,2022,7,2022-07-31,1124.331784113749,,,Affordable,1
"Wilmington, NC",NC,2022,7,2022-07-31,1618.5510562900372,,,Affordable,1
"Sioux Falls, SD",SD,2022,7,2022-07-31,1190.4666676587744,,,Affordable,1
"Chico, CA",CA,2022,7,2022-07-31,1458.4008713003548,,,Affordable,1
"Florence, SC",SC,2022,7,2022-07-31,1135.8391205286894,,,Affordable,1
"Wausau, WI",WI,2022,7,2022-07-31,855.5974842621434,,,Affordable,1
"Boise City, ID",ID,2022,7,2022-07-31,1682.8480459598277,,,Affordable,1
"Pittsburgh, PA",PA,2022,7,2022-07-31,1302.8661356170412,,,Affordable,1
"Durango, CO",CO,2022,7,2022-07-31,1838.5601453448749,,,Affordable,1
"Lakeland, FL",FL,2022,7,2022-07-31,1774.7154124963872,,,Affordable,1
"Madison, WI",WI,2022,7,2022-07-31,1402.9990218996911,,,Affordable,1
"East Stroudsburg, PA",PA,2022,7,2022-07-31,1612.094876213175,,,Affordable,1
"Janesville, WI",WI,2022,7,2022-07-31,956.1306657355271,,,Affordable,1
"Santa Fe, NM",NM,2022,7,2022-07-31,1769.533701733092,,,Affordable,1
"Wichita Falls, TX",TX,2022,7,2022-07-31,1078.4265491873227,,,Affordable,1
"The Villages, FL",FL,2022,7,2022-07-31,1591.2695410419085,,,Affordable,1
"Midland, MI",MI,2022,7,2022-07-31,1138.544465177832,,,Affordable,1
"Warrensburg, MO",MO,2022,7,2022-07-31,861.9245835535327,,,Affordable,1
"Orlando, FL",FL,2022,7,2022-07-31,1917.1389717906989,,,Affordable,1
"Nashville, TN",TN,2022,7,2022-07-31,1757.1448329854618,,,Affordable,1
"Reno, NV",NV,2022,7,2022-07-31,1707.6111962774858,,,Affordable,1
"Columbia, SC",SC,2022,7,2022-07-31,1314.783483779328,,,Affordable,1
"Lubbock, TX",TX,2022,7,2022-07-31,1310.048296750791,,,Affordable,1
"Charlottesville, VA",VA,2022,7,2022-07-31,1736.7354066971598,,,Affordable,1
"Hanford, CA",CA,2022,7,2022-07-31,1687.102418908133,,,Affordable,1
"Longview, WA",WA,2022,7,2022-07-31,1306.1821082887527,,,Affordable,1
"Moses Lake, WA",WA,2022,7,2022-07-31,1339.8661197334425,,,Affordable,1
"Findlay, OH",OH,2022,7,2022-07-31,1065.5998711272189,,,Affordable,1
"Williston, ND",ND,2022,7,2022-07-31,897.0591443015368,,,Affordable,1
"Dallas, TX",TX,2022,7,2022-07-31,1662.8797578852143,,,Affordable,1
"San Jose, CA",CA,2022,7,2022-07-31,3149.9666584567667,,,Affordable,1
"Tulsa, OK",OK,2022,7,2022-07-31,1186.954109141365,,,Affordable,1
"Greensboro, NC",NC,2022,7,2022-07-31,1229.12480276112,,,Affordable,1
"Deltona, FL",FL,2022,7,2022-07-31,1698.983634604869,,,Affordable,1
"Durham, NC",NC,2022,7,2022-07-31,1640.2817824726333,,,Affordable,1
"Augusta, GA",GA,2022,7,2022-07-31,1282.2810317859178,,,Affordable,1
"Cedar Rapids, IA",IA,2022,7,2022-07-31,966.2931073495776,,,Affordable,1
"Amarillo, TX",TX,2022,7,2022-07-31,1153.336069430209,,,Affordable,1
"Appleton, WI",WI,2022,7,2022-07-31,1007.3684988304864,,,Affordable,1
"Tyler, TX",TX,2022,7,2022-07-31,1275.714420423633,,,Affordable,1
"Kingston, NY",NY,2022,7,2022-07-31,1890.1292800057745,,,Affordable,1
"Jackson, TN",TN,2022,7,2022-07-31,1142.057197849265,,,Affordable,1
"Pueblo, CO",CO,2022,7,2022-07-31,1198.3838842296914,,,Affordable,1
"Sebastian, FL",FL,2022,7,2022-07-31,1932.0961157895367,,,Affordable,1
"Kankakee, IL",IL,2022,7,2022-07-31,1061.308720679208,,,Affordable,1
"Jefferson, GA",GA,2022,7,2022-07-31,1850.1396588773869,,,Affordable,1
"Roswell, NM",NM,2022,7,2022-07-31,1174.583428389897,,,Affordable,1
"Victoria, TX",TX,2022,7,2022-07-31,1039.7464838752846,,,Affordable,1
"Riverside, CA",CA,2022,7,2022-07-31,2302.356366127175,,,Affordable,1
"Minneapolis, MN",MN,2022,7,2022-07-31,1523.8893631065398,,,Affordable,1
"Palm Bay, FL",FL,2022,7,2022-07-31,1802.415694987875,,,Affordable,1
"Visalia, CA",CA,2022,7,2022-07-31,1557.7779915689175,,,Affordable,1
"Daphne, AL",AL,2022,7,2022-07-31,1554.3777919418724,,,Affordable,1
"Columbia, MO",MO,2022,7,2022-07-31,1105.401656924968,,,Affordable,1
"Gainesville, GA",GA,2022,7,2022-07-31,1638.0132284339643,,,Affordable,1
"Odessa, TX",TX,2022,7,2022-07-31,1345.0763698266146,,,Affordable,1
"Cleveland, TN",TN,2022,7,2022-07-31,1281.1663047811155,,,Affordable,1
"Muncie, IN",IN,2022,7,2022-07-31,778.2624774861487,,,Affordable,1
"Whitewater, WI",WI,2022,7,2022-07-31,1014.045181570182,,,Affordable,1
"Huntington, WV",OH,2022,7,2022-07-31,870.4315224049252,,,Affordable,1
"Corvallis, OR",OR,2022,7,2022-07-31,1589.364814692471,,,Affordable,1
"Pinehurst, NC",NC,2022,7,2022-07-31,1733.032225341345,,,Affordable,1
"Harrisonburg, VA",VA,2022,7,2022-07-31,1395.6581817580416,,,Affordable,1
"Oshkosh, WI",WI,2022,7,2022-07-31,946.0177413288023,,,Affordable,1
"St. George, UT",UT,2022,7,2022-07-31,1756.715587552554,,,Affordable,1
"Monroe, LA",LA,2022,7,2022-07-31,889.5407867756796,,,Affordable,1
"Medford, OR",OR,2022,7,2022-07-31,1617.5251059957834,,,Affordable,1
"Atlantic City, NJ",NJ,2022,7,2022-07-31,1746.6921317484018,,,Affordable,1
"Gainesville, FL",FL,2022,7,2022-07-31,1505.1943031929477,,,Affordable,1
"Fort Wayne, IN",IN,2022,7,2022-07-31,1043.4185721175754,,,Affordable,1
"Springfield, MO",MO,2022,7,2022-07-31,1079.4748643498049,,,Affordable,1
"Fayetteville, AR",AR,2022,7,2022-07-31,1379.314003725349,,,Affordable,1
"Colorado Springs, CO",CO,2022,7,2022-07-31,1677.8259367919973,,,Affordable,1
"Oklahoma City, OK",OK,2022,7,2022-07-31,1244.1092453301562,,,Affordable,1
"Baltimore, MD",MD,2022,7,2022-07-31,1706.0667201363867,,,Affordable,1
"Columbus, IN",IN,2022,7,2022-07-31,1158.0050725219517,,,Affordable,1
"Birmingham, AL",AL,2022,7,2022-07-31,1262.833600384374,,,Affordable,1
"Canton, OH",OH,2022,7,2022-07-31,871.9381644268527,,,Affordable,1
"Crestview, FL",FL,2022,7,2022-07-31,1877.9023616282973,,,Affordable,1
"St. Cloud, MN",MN,2022,7,2022-07-31,1118.308195538278,,,Affordable,1
"Logan, UT",UT,2022,7,2022-07-31,1294.6071514676637,,,Affordable,1
"Miami, FL",FL,2022,7,2022-07-31,2537.0138099521805,,,Affordable,1
"El Paso, TX",TX,2022,7,2022-07-31,1303.7466417230617,,,Affordable,1
"Springfield, IL",IL,2022,7,2022-07-31,933.0468728200176,,,Affordable,1
"Kahului, HI",HI,2022,7,2022-07-31,3047.2701991477406,,,Affordable,1
"Twin Falls, ID",ID,2022,7,2022-07-31,1415.335671418667,,,Affordable,1
"Clearlake, CA",CA,2022,7,2022-07-31,1363.3819113222455,,,Affordable,1
"Sacramento, CA",CA,2022,7,2022-07-31,2097.7620658594706,,,Affordable,1
"Rocky Mount, NC",NC,2022,7,2022-07-31,981.7145123897556,,,Affordable,1
"Sherman, TX",TX,2022,7,2022-07-31,1350.8214196408462,,,Affordable,1
"Lawton, OK",OK,2022,7,2022-07-31,976.4223333451524,,,Affordable,1
"New Bern, NC",NC,2022,7,2022-07-31,1328.8800250126294,,,Affordable,1
"Ithaca, NY",NY,2022,7,2022-07-31,1665.3209212968625,,,Affordable,1
"Indianapolis, IN",IN,2022,7,2022-07-31,1319.027685579873,,,Affordable,1
"Salt Lake City, UT",UT,2022,7,2022-07-31,1594.293203822706,,,Affordable,1
"Ruston, LA",LA,2022,7,2022-07-31,1050.0695496239032,,,Affordable,1
"Tucson, AZ",AZ,2022,7,2022-07-31,1359.04340487936,,,Affordable,1
"Urban Honolulu, HI",HI,2022,7,2022-07-31,2475.514575358576,,,Affordable,1
"McAllen, TX",TX,2022,7,2022-07-31,1060.3216646394796,,,Affordable,1
"Allentown, PA",PA,2022,7,2022-07-31,1588.4669019058783,,,Affordable,1
"Fayetteville, NC",NC,2022,7,2022-07-31,1289.4436148712136,,,Affordable,1
"Flint, MI",MI,2022,7,2022-07-31,953.4577759423644,,,Affordable,1
"Spartanburg, SC",SC,2022,7,2022-07-31,1283.07153482922,,,Affordable,1
"Fargo, ND",ND,2022,7,2022-07-31,972.0903942999012,,,Affordable,1
"Fort Smith, AR",AR,2022,7,2022-07-31,868.4977118336587,,,Affordable,1
"Bloomington, IN",IN,2022,7,2022-07-31,1278.5774477381133,,,Affordable,1
"Winchester, VA",VA,2022,7,2022-07-31,1615.7587180906105,,,Affordable,1
"Rapid City, SD",SD,2022,7,2022-07-31,1274.1922726499215,,,Affordable,1
"Jonesboro, AR",AR,2022,7,2022-07-31,1134.000213539912,,,Affordable,1
"Sierra Vista, AZ",AZ,2022,7,2022-07-31,1068.0335622378018,,,Affordable,1
"Richmond, KY",KY,2022,7,2022-07-31,907.374753249684,,,Affordable,1
"Tullahoma, TN",TN,2022,7,2022-07-31,1167.5351754266533,,,Affordable,1
"Minot, ND",ND,2022,7,2022-07-31,843.1540402577465,,,Affordable,1
"Stockton, CA",CA,2022,7,2022-07-31,2196.04270691664,,,Affordable,1
"Ogden, UT",UT,2022,7,2022-07-31,1514.3224283498685,,,Affordable,1
"Lexington, KY",KY,2022,7,2022-07-31,1236.454285977947,,,Affordable,1
"Pensacola, FL",FL,2022,7,2022-07-31,1630.920464434944,,,Affordable,1
"Prescott Valley, AZ",AZ,2022,7,2022-07-31,1762.0673516686968,,,Affordable,1
"Champaign, IL",IL,2022,7,2022-07-31,1121.1063637209231,,,Affordable,1
"Houma, LA",LA,2022,7,2022-07-31,1169.634052935679,,,Affordable,1
"Coeur d'Alene, ID",ID,2022,7,2022-07-31,1699.8842731102322,,,Affordable,1
"Texarkana, TX",TX,2022,7,2022-07-31,904.4803430068564,,,Affordable,1
"Missoula, MT",MT,2022,7,2022-07-31,1340.7625377304682,,,Affordable,1
"Winona, MN",MN,2022,7,2022-07-31,892.6893528974753,,,Affordable,1
United States,,2022,7,2022-07-31,1748.0703180387038,,,Affordable,1
"Harrisburg, PA",PA,2022,7,2022-07-31,1288.9561985068126,,,Affordable,1
"New York, NY",NY,2022,7,2022-07-31,2924.009535093567,,,Affordable,1
"Clarksburg, WV",WV,2022,7,2022-07-31,853.5976499985837,,,Affordable,1
"Boston, MA",MA,2022,7,2022-07-31,2755.640697060645,,,Affordable,1
